COMPANY_CODE;RECEIVE_NUMBER;RECEIVE_DATE;ORDER_LAYOUT_TYPE;TOTAL_GROSS_AMOUNT;TOTAL_DISCOUNT_AMOUNT;TOTAL_NET_AMOUNT;TOTAL_TAX_AMOUNT;PACKING_POSTING_AMOUNT;PACKING_POSTING_TAX_AMOUNT;TOTAL_INVOICE_AMOUNT;TOTAL_DETAIL_LINE_COUNT
AB31;24980221;20230530;RX;26330.00;0.00;26330.00;0.00;0.00;0.00;0.00;2
AB31;24980222;20230530;RX;5600.00;640.00;4960.00;0.00;0.00;0.00;0.00;2
AB31;24980223;20230530;RX;20940.00;0.00;20940.00;0.00;0.00;0.00;0.00;2
AB31;24980224;20230530;RX;9000.00;3752.00;5248.00;0.00;0.00;0.00;0.00;2
AB31;24980225;20230530;RX;3330.00;0.00;3330.00;0.00;0.00;0.00;0.00;2
AB31;24980226;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980227;20230530;RX;2670.00;0.00;2670.00;0.00;0.00;0.00;0.00;2
AB31;24980228;20230530;RX;19098.00;0.00;19098.00;0.00;0.00;0.00;0.00;2
AB31;24980229;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB31;24980230;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980231;20230530;RX;1110.00;0.00;1110.00;0.00;0.00;0.00;0.00;2
AB31;24980232;20230530;RX;19180.00;0.00;19180.00;0.00;0.00;0.00;0.00;2
AB31;11451633;20230530;RX;16500.00;0.00;16500.00;0.00;0.00;0.00;0.00;2
AB37;24980233;20230530;RX;19200.00;3240.00;15960.00;0.00;0.00;0.00;0.00;2
AB31;11451636;20230530;RX;12162.00;0.00;12162.00;0.00;0.00;0.00;0.00;2
AB31;11451637;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB31;11451638;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;24980234;20230530;RX;4000.00;0.00;4000.00;0.00;0.00;0.00;0.00;2
AB31;24980235;20230530;RX;19000.00;0.00;19000.00;0.00;0.00;0.00;0.00;2
AB31;24980236;20230530;RX;9268.00;0.00;9268.00;0.00;0.00;0.00;0.00;2
AB31;24980237;20230530;RX;4310.00;0.00;4310.00;0.00;0.00;0.00;0.00;2
AB31;24980238;20230530;RX;4600.00;2600.00;2000.00;0.00;0.00;0.00;0.00;2
AB31;24980239;20230530;RX;17726.00;0.00;17726.00;0.00;0.00;0.00;0.00;2
AB31;24980240;20230530;RX;32900.00;0.00;32900.00;0.00;0.00;0.00;0.00;2
AB31;11451639;20230530;RX;6140.00;0.00;6140.00;0.00;0.00;0.00;0.00;2
AB31;24980241;20230530;RX;12700.00;0.00;12700.00;0.00;0.00;0.00;0.00;2
AB31;24980242;20230530;RX;1964.00;0.00;1964.00;0.00;0.00;0.00;0.00;2
AB31;24980243;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;11451629;20230530;ST;1500.00;600.00;900.00;0.00;0.00;0.00;900.00;2
AB31;11451630;20230530;ST;400.00;0.00;400.00;0.00;0.00;0.00;400.00;2
AB31;11451631;20230530;ST;4000.00;3400.00;600.00;0.00;0.00;0.00;600.00;2
AB31;11451632;20230530;ST;4000.00;3400.00;600.00;0.00;0.00;0.00;600.00;2
AB31;11451634;20230530;ST;5000.00;2000.00;3000.00;0.00;0.00;0.00;3000.00;2
AB31;11451635;20230530;ST;600.00;0.00;600.00;0.00;0.00;0.00;600.00;2
AB31;11451759;20230530;RX;13300.00;0.00;13300.00;0.00;0.00;0.00;0.00;2
AB31;24980545;20230530;RX;18800.00;0.00;18800.00;0.00;0.00;0.00;0.00;2
AB31;24980546;20230530;RX;11200.00;2416.00;8784.00;0.00;0.00;0.00;0.00;2
AB31;11451760;20230530;RX;4050.00;0.00;4050.00;0.00;0.00;0.00;0.00;2
AB31;24980547;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980548;20230530;RX;5210.00;0.00;5210.00;0.00;0.00;0.00;0.00;2
AB31;11451761;20230530;RX;1330.00;0.00;1330.00;0.00;0.00;0.00;0.00;2
AB31;24980549;20230530;RX;4310.00;0.00;4310.00;0.00;0.00;0.00;0.00;2
AB37;11451763;20230530;RX;18600.00;0.00;18600.00;0.00;0.00;0.00;0.00;2
AB31;11451764;20230530;RX;1494.00;0.00;1494.00;0.00;0.00;0.00;0.00;2
AB31;24980550;20230530;RX;15068.00;0.00;15068.00;0.00;0.00;0.00;0.00;2
AB31;24980551;20230530;RX;2432.00;0.00;2432.00;0.00;0.00;0.00;0.00;2
AB31;24980552;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980553;20230530;RX;26900.00;9422.00;17478.00;0.00;0.00;0.00;0.00;2
AB31;24980554;20230530;RX;5002.00;0.00;5002.00;0.00;0.00;0.00;0.00;2
AB37;24980555;20230530;RX;3300.00;0.00;3300.00;0.00;0.00;0.00;0.00;2
AB37;11451765;20230530;RX;5000.00;0.00;5000.00;0.00;0.00;0.00;0.00;2
AB31;24980556;20230530;RX;14500.00;3948.00;10552.00;0.00;0.00;0.00;0.00;2
AB31;11451766;20230530;RX;16300.00;0.00;16300.00;0.00;0.00;0.00;0.00;2
AB31;11451767;20230530;RX;11200.00;0.00;11200.00;0.00;0.00;0.00;0.00;2
AB31;24980557;20230530;RX;12800.00;0.00;12800.00;0.00;0.00;0.00;0.00;2
AB31;24980558;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;11451768;20230530;RX;8500.00;0.00;8500.00;0.00;0.00;0.00;0.00;2
AB37;11451769;20230530;RX;1927.00;0.00;1927.00;0.00;0.00;0.00;0.00;1
AB31;24980559;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451770;20230530;RX;13600.00;0.00;13600.00;0.00;0.00;0.00;0.00;2
AB31;24980560;20230530;RX;10700.00;2990.00;7710.00;0.00;0.00;0.00;0.00;2
AB31;24980561;20230530;RX;7660.00;0.00;7660.00;0.00;0.00;0.00;0.00;2
AB37;11451771;20230530;RX;22200.00;3220.00;18980.00;0.00;0.00;0.00;0.00;2
AB31;24980562;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451772;20230530;RX;6000.00;976.00;5024.00;0.00;0.00;0.00;0.00;2
AB31;24980563;20230530;RX;10648.00;0.00;10648.00;0.00;0.00;0.00;0.00;2
AB31;24980564;20230530;RX;4400.00;0.00;4400.00;0.00;0.00;0.00;0.00;2
AB31;24980565;20230530;RX;17300.00;0.00;17300.00;0.00;0.00;0.00;0.00;2
AB31;24980566;20230530;RX;7224.00;0.00;7224.00;0.00;0.00;0.00;0.00;2
AB31;24980567;20230530;RX;5700.00;1767.00;3933.00;0.00;0.00;0.00;0.00;2
AB31;24980568;20230530;RX;39100.00;8748.00;30352.00;0.00;0.00;0.00;0.00;2
AB31;24980569;20230530;RX;6900.00;0.00;6900.00;0.00;0.00;0.00;0.00;2
AB37;11451773;20230530;RX;20800.00;3220.00;17580.00;0.00;0.00;0.00;0.00;2
AB31;11451774;20230530;RX;19800.00;0.00;19800.00;0.00;0.00;0.00;0.00;2
AB31;24980570;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980571;20230530;RX;2702.00;0.00;2702.00;0.00;0.00;0.00;0.00;2
AB31;24980572;20230530;RX;6600.00;0.00;6600.00;0.00;0.00;0.00;0.00;2
AB31;24980573;20230530;RX;6400.00;0.00;6400.00;0.00;0.00;0.00;0.00;2
AB37;11451776;20230530;RX;10600.00;0.00;10600.00;0.00;0.00;0.00;0.00;2
AB31;24980575;20230530;RX;2700.00;0.00;2700.00;0.00;0.00;0.00;0.00;2
AB31;24980576;20230530;RX;16760.00;0.00;16760.00;0.00;0.00;0.00;0.00;2
AB31;24980577;20230530;RX;5900.00;0.00;5900.00;0.00;0.00;0.00;0.00;2
AB31;24980578;20230530;RX;35800.00;11476.00;24324.00;0.00;0.00;0.00;0.00;2
AB31;11451762;20230530;ST;680.00;0.00;680.00;0.00;0.00;0.00;680.00;2
AB31;24980574;20230530;ST;1500.00;600.00;900.00;0.00;0.00;0.00;900.00;2
AB31;11451775;20230530;ST;4000.00;0.00;4000.00;0.00;0.00;0.00;4000.00;2
AB37;24979057;20230530;RX;19000.00;0.00;19000.00;0.00;0.00;0.00;0.00;2
AB31;24979058;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979059;20230530;RX;1380.00;0.00;1380.00;0.00;0.00;0.00;0.00;2
AB31;24979060;20230530;RX;3100.00;0.00;3100.00;0.00;0.00;0.00;0.00;2
AB31;24979061;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451114;20230530;RX;23800.00;0.00;23800.00;0.00;0.00;0.00;0.00;2
AB37;11451115;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979062;20230530;RX;8900.00;0.00;8900.00;0.00;0.00;0.00;0.00;2
AB31;24979063;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451116;20230530;RX;22100.00;6742.00;15358.00;0.00;0.00;0.00;0.00;2
AB37;11451117;20230530;RX;13600.00;0.00;13600.00;0.00;0.00;0.00;0.00;2
AB31;24979064;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979065;20230530;RX;3200.00;0.00;3200.00;0.00;0.00;0.00;0.00;2
AB31;24979066;20230530;RX;2950.00;0.00;2950.00;0.00;0.00;0.00;0.00;2
AB31;24979067;20230530;RX;4000.00;0.00;4000.00;0.00;0.00;0.00;0.00;2
AB31;24979068;20230530;RX;6500.00;0.00;6500.00;0.00;0.00;0.00;0.00;2
AB31;24979069;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979070;20230530;RX;12200.00;0.00;12200.00;0.00;0.00;0.00;0.00;2
AB31;11451118;20230530;RX;3948.00;0.00;3948.00;0.00;0.00;0.00;0.00;2
AB37;11451120;20230530;RX;16200.00;0.00;16200.00;0.00;0.00;0.00;0.00;2
AB31;24979071;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979072;20230530;RX;5710.00;0.00;5710.00;0.00;0.00;0.00;0.00;2
AB31;24979073;20230530;RX;5060.00;0.00;5060.00;0.00;0.00;0.00;0.00;2
AB31;24979074;20230530;RX;21158.00;0.00;21158.00;0.00;0.00;0.00;0.00;2
AB37;24979075;20230530;RX;2120.00;0.00;2120.00;0.00;0.00;0.00;0.00;2
AB31;24979078;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979079;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451119;20230530;ST;2700.00;0.00;2700.00;0.00;0.00;0.00;2700.00;2
AB31;24979076;20230530;ST;2800.00;980.00;1820.00;0.00;0.00;0.00;1820.00;2
AB31;24981365;20230530;RX;9850.00;0.00;9850.00;0.00;0.00;0.00;0.00;2
AB31;11451545;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24980024;20230530;RX;8202.00;0.00;8202.00;0.00;0.00;0.00;0.00;2
AB31;24980025;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24980026;20230530;RX;31400.00;0.00;31400.00;0.00;0.00;0.00;0.00;2
AB31;24980027;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451546;20230530;RX;13250.00;0.00;13250.00;0.00;0.00;0.00;0.00;2
AB31;24980028;20230530;RX;17210.00;0.00;17210.00;0.00;0.00;0.00;0.00;2
AB31;11451547;20230530;RX;2080.00;520.00;1560.00;0.00;0.00;0.00;0.00;2
AB31;11451548;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24980029;20230530;RX;13800.00;3056.00;10744.00;0.00;0.00;0.00;0.00;2
AB37;11451549;20230530;RX;1350.00;276.00;1074.00;0.00;0.00;0.00;0.00;2
AB31;24980030;20230530;RX;42200.00;8516.00;33684.00;0.00;0.00;0.00;0.00;2
AB31;24974873;20230526;RX;720.00;0.00;720.00;0.00;0.00;0.00;0.00;2
AB31;11451550;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24980031;20230530;RX;3070.00;0.00;3070.00;0.00;0.00;0.00;0.00;2
AB31;24974875;20230526;RX;720.00;0.00;720.00;0.00;0.00;0.00;0.00;2
AB31;11451551;20230530;RX;2080.00;520.00;1560.00;0.00;0.00;0.00;0.00;2
AB31;24980032;20230530;RX;4902.00;0.00;4902.00;0.00;0.00;0.00;0.00;2
AB37;11451554;20230530;RX;18140.00;0.00;18140.00;0.00;0.00;0.00;0.00;2
AB31;24980033;20230530;RX;5600.00;0.00;5600.00;0.00;0.00;0.00;0.00;2
AB31;24980034;20230530;RX;8100.00;0.00;8100.00;0.00;0.00;0.00;0.00;2
AB31;11451555;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451557;20230530;RX;720.00;0.00;720.00;0.00;0.00;0.00;0.00;2
AB31;24980035;20230530;RX;5084.00;0.00;5084.00;0.00;0.00;0.00;0.00;2
AB31;24980036;20230530;RX;2900.00;0.00;2900.00;0.00;0.00;0.00;0.00;2
AB31;24980037;20230530;RX;2900.00;0.00;2900.00;0.00;0.00;0.00;0.00;2
AB31;24980039;20230530;RX;2150.00;0.00;2150.00;0.00;0.00;0.00;0.00;2
AB31;24980044;20230530;RX;3900.00;0.00;3900.00;0.00;0.00;0.00;0.00;2
AB31;24980045;20230530;RX;13076.00;0.00;13076.00;0.00;0.00;0.00;0.00;2
AB31;11451558;20230530;RX;18000.00;0.00;18000.00;0.00;0.00;0.00;0.00;2
AB31;24980046;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24980047;20230530;RX;10774.00;0.00;10774.00;0.00;0.00;0.00;0.00;2
AB31;11451559;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451560;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB37;24980048;20230530;RX;7600.00;0.00;7600.00;0.00;0.00;0.00;0.00;2
AB31;24980049;20230530;RX;5200.00;916.00;4284.00;0.00;0.00;0.00;0.00;2
AB31;24980050;20230530;RX;5510.00;0.00;5510.00;0.00;0.00;0.00;0.00;2
AB31;11451561;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451562;20230530;RX;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980051;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;11451563;20230530;RX;1400.00;0.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;11451564;20230530;RX;20350.00;20350.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980052;20230530;RX;5302.00;0.00;5302.00;0.00;0.00;0.00;0.00;2
AB31;24980053;20230530;RX;12800.00;3516.00;9284.00;0.00;0.00;0.00;0.00;2
AB31;24980054;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451552;20230530;ST;600.00;0.00;600.00;0.00;0.00;0.00;600.00;2
AB31;11451553;20230530;ST;400.00;0.00;400.00;0.00;0.00;0.00;400.00;2
AB31;11451556;20230530;ST;3200.00;0.00;3200.00;0.00;0.00;0.00;3200.00;2
AB31;24980038;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24980040;20230530;ST;760.00;0.00;760.00;0.00;0.00;0.00;760.00;2
AB31;24980041;20230530;ST;680.00;0.00;680.00;0.00;0.00;0.00;680.00;2
AB31;24980042;20230530;ST;760.00;0.00;760.00;0.00;0.00;0.00;760.00;2
AB31;24980043;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24979815;20230530;RX;4800.00;1762.00;3038.00;0.00;0.00;0.00;0.00;2
AB31;24979816;20230530;RX;26100.00;7302.00;18798.00;0.00;0.00;0.00;0.00;2
AB31;24979817;20230530;RX;19100.00;0.00;19100.00;0.00;0.00;0.00;0.00;2
AB31;24979818;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979819;20230530;RX;11200.00;0.00;11200.00;0.00;0.00;0.00;0.00;2
AB37;24979820;20230530;RX;4258.00;0.00;4258.00;0.00;0.00;0.00;0.00;2
AB31;24979821;20230530;RX;14020.00;0.00;14020.00;0.00;0.00;0.00;0.00;2
AB31;24979822;20230530;RX;3502.00;0.00;3502.00;0.00;0.00;0.00;0.00;2
AB31;24979823;20230530;RX;6400.00;0.00;6400.00;0.00;0.00;0.00;0.00;2
AB31;24979824;20230530;RX;2970.00;0.00;2970.00;0.00;0.00;0.00;0.00;2
AB31;11451426;20230530;RX;14500.00;0.00;14500.00;0.00;0.00;0.00;0.00;2
AB31;24979825;20230530;RX;4000.00;0.00;4000.00;0.00;0.00;0.00;0.00;2
AB31;11451427;20230530;RX;2900.00;0.00;2900.00;0.00;0.00;0.00;0.00;2
AB31;11451428;20230530;RX;8800.00;0.00;8800.00;0.00;0.00;0.00;0.00;2
AB31;24979826;20230530;RX;7448.00;0.00;7448.00;0.00;0.00;0.00;0.00;2
AB31;24979827;20230530;RX;3114.00;0.00;3114.00;0.00;0.00;0.00;0.00;2
AB31;24979828;20230530;RX;3114.00;0.00;3114.00;0.00;0.00;0.00;0.00;2
AB31;24979829;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979830;20230530;RX;6614.00;0.00;6614.00;0.00;0.00;0.00;0.00;2
AB31;24979831;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979832;20230530;RX;2696.00;0.00;2696.00;0.00;0.00;0.00;0.00;2
AB31;24979833;20230530;RX;2264.00;0.00;2264.00;0.00;0.00;0.00;0.00;2
AB31;24979834;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979835;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24979836;20230530;RX;4528.00;0.00;4528.00;0.00;0.00;0.00;0.00;2
AB31;24979837;20230530;RX;5000.00;0.00;5000.00;0.00;0.00;0.00;0.00;2
AB31;24979838;20230530;RX;5362.00;0.00;5362.00;0.00;0.00;0.00;0.00;2
AB31;24979840;20230530;RX;720.00;0.00;720.00;0.00;0.00;0.00;0.00;2
AB31;24979841;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979842;20230530;RX;19200.00;0.00;19200.00;0.00;0.00;0.00;0.00;2
AB31;11451429;20230530;RX;5000.00;3520.00;1480.00;0.00;0.00;0.00;0.00;2
AB31;24979843;20230530;RX;14300.00;0.00;14300.00;0.00;0.00;0.00;0.00;2
AB31;24979844;20230530;RX;3702.00;0.00;3702.00;0.00;0.00;0.00;0.00;2
AB31;24979845;20230530;RX;13210.00;0.00;13210.00;0.00;0.00;0.00;0.00;2
AB31;24979846;20230530;RX;2232.00;0.00;2232.00;0.00;0.00;0.00;0.00;2
AB31;24979847;20230530;RX;2312.00;0.00;2312.00;0.00;0.00;0.00;0.00;2
AB31;24979848;20230530;RX;2970.00;0.00;2970.00;0.00;0.00;0.00;0.00;2
AB31;24979850;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451430;20230530;RX;3858.00;0.00;3858.00;0.00;0.00;0.00;0.00;2
AB31;24979851;20230530;RX;5700.00;0.00;5700.00;0.00;0.00;0.00;0.00;2
AB31;11451431;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979853;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24979854;20230530;RX;10800.00;0.00;10800.00;0.00;0.00;0.00;0.00;2
AB31;11451432;20230530;RX;1800.00;400.00;1400.00;0.00;0.00;0.00;0.00;2
AB31;24979855;20230530;RX;3240.00;0.00;3240.00;0.00;0.00;0.00;0.00;2
AB31;24979856;20230530;RX;18200.00;5796.00;12404.00;0.00;0.00;0.00;0.00;2
AB31;24979857;20230530;RX;7640.00;0.00;7640.00;0.00;0.00;0.00;0.00;2
AB31;24979858;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451433;20230530;RX;3948.00;0.00;3948.00;0.00;0.00;0.00;0.00;2
AB31;11451434;20230530;RX;3715.00;0.00;3715.00;0.00;0.00;0.00;0.00;2
AB31;24979839;20230530;ST;420.00;0.00;420.00;0.00;0.00;0.00;420.00;2
AB31;24979849;20230530;ST;3048.00;0.00;3048.00;0.00;0.00;0.00;3048.00;2
AB31;24979852;20230530;ST;8000.00;6480.00;1520.00;0.00;0.00;0.00;1520.00;1
AB31;11451943;20230530;RX;22100.00;4886.00;17214.00;0.00;0.00;0.00;0.00;2
AB31;24981222;20230530;RX;1220.00;0.00;1220.00;0.00;0.00;0.00;0.00;2
AB31;24981223;20230530;RX;6302.00;0.00;6302.00;0.00;0.00;0.00;0.00;2
AB31;24981224;20230530;RX;3860.00;0.00;3860.00;0.00;0.00;0.00;0.00;2
AB31;24981225;20230530;RX;6302.00;0.00;6302.00;0.00;0.00;0.00;0.00;2
AB31;24981226;20230530;RX;12320.00;0.00;12320.00;0.00;0.00;0.00;0.00;2
AB31;11451121;20230530;RX;1410.00;0.00;1410.00;0.00;0.00;0.00;0.00;2
AB31;24979080;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB37;24979081;20230530;RX;7800.00;0.00;7800.00;0.00;0.00;0.00;0.00;2
AB31;24979082;20230530;RX;1314.00;0.00;1314.00;0.00;0.00;0.00;0.00;2
AB31;24979083;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979084;20230530;RX;9500.00;0.00;9500.00;0.00;0.00;0.00;0.00;2
AB31;24979085;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;11451122;20230530;RX;23400.00;0.00;23400.00;0.00;0.00;0.00;0.00;2
AB31;24979086;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979087;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB31;24979088;20230530;RX;6300.00;0.00;6300.00;0.00;0.00;0.00;0.00;2
AB31;24979089;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979090;20230530;RX;7400.00;0.00;7400.00;0.00;0.00;0.00;0.00;2
AB31;24979091;20230530;RX;18500.00;0.00;18500.00;0.00;0.00;0.00;0.00;2
AB31;24979092;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979093;20230530;RX;1202.00;0.00;1202.00;0.00;0.00;0.00;0.00;2
AB37;24979094;20230530;RX;5400.00;0.00;5400.00;0.00;0.00;0.00;0.00;2
AB31;11451123;20230530;RX;5750.00;0.00;5750.00;0.00;0.00;0.00;0.00;2
AB31;24979095;20230530;RX;2182.00;0.00;2182.00;0.00;0.00;0.00;0.00;2
AB31;24979096;20230530;RX;9574.00;0.00;9574.00;0.00;0.00;0.00;0.00;2
AB37;11451124;20230530;RX;13400.00;0.00;13400.00;0.00;0.00;0.00;0.00;2
AB37;11451125;20230530;RX;7200.00;1740.00;5460.00;0.00;0.00;0.00;0.00;2
AB31;24979097;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB37;11451126;20230530;RX;7200.00;2020.00;5180.00;0.00;0.00;0.00;0.00;2
AB31;24979098;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451127;20230530;RX;4114.00;0.00;4114.00;0.00;0.00;0.00;0.00;2
AB31;24979099;20230530;RX;1082.00;0.00;1082.00;0.00;0.00;0.00;0.00;2
AB31;24979100;20230530;RX;19180.00;0.00;19180.00;0.00;0.00;0.00;0.00;2
AB37;11451128;20230530;RX;3200.00;630.00;2570.00;0.00;0.00;0.00;0.00;2
AB31;11451129;20230530;RX;17750.00;17750.00;0.00;0.00;0.00;0.00;0.00;2
AB37;11451130;20230530;RX;3800.00;0.00;3800.00;0.00;0.00;0.00;0.00;2
AB31;11451131;20230530;RX;15700.00;15700.00;0.00;0.00;0.00;0.00;0.00;2
AB31;11451132;20230530;RX;19050.00;19050.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24979101;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451133;20230530;RX;7200.00;1740.00;5460.00;0.00;0.00;0.00;0.00;2
AB31;24979102;20230530;RX;1200.00;0.00;1200.00;0.00;0.00;0.00;0.00;2
AB37;11451134;20230530;RX;8600.00;2800.00;5800.00;0.00;0.00;0.00;0.00;2
AB37;11451135;20230530;RX;19600.00;0.00;19600.00;0.00;0.00;0.00;0.00;2
AB31;24979103;20230530;RX;4462.00;0.00;4462.00;0.00;0.00;0.00;0.00;2
AB31;11451136;20230530;RX;17900.00;0.00;17900.00;0.00;0.00;0.00;0.00;2
AB31;11451904;20230530;RX;3054.00;0.00;3054.00;0.00;0.00;0.00;0.00;2
AB31;24980988;20230530;RX;15040.00;0.00;15040.00;0.00;0.00;0.00;0.00;2
AB31;24980989;20230530;RX;1280.00;0.00;1280.00;0.00;0.00;0.00;0.00;2
AB31;24980990;20230530;RX;18700.00;0.00;18700.00;0.00;0.00;0.00;0.00;2
AB31;24980991;20230530;RX;4470.00;0.00;4470.00;0.00;0.00;0.00;0.00;2
AB31;24980992;20230530;RX;7600.00;0.00;7600.00;0.00;0.00;0.00;0.00;2
AB31;24980993;20230530;RX;1240.00;0.00;1240.00;0.00;0.00;0.00;0.00;2
AB31;24980994;20230530;RX;4500.00;0.00;4500.00;0.00;0.00;0.00;0.00;2
AB31;11451905;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980995;20230530;RX;5000.00;0.00;5000.00;0.00;0.00;0.00;0.00;2
AB31;24980996;20230530;RX;1982.00;0.00;1982.00;0.00;0.00;0.00;0.00;2
AB31;11451906;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980997;20230530;RX;11474.00;0.00;11474.00;0.00;0.00;0.00;0.00;2
AB31;24980998;20230530;RX;3210.00;0.00;3210.00;0.00;0.00;0.00;0.00;2
AB31;24980579;20230530;RX;5300.00;0.00;5300.00;0.00;0.00;0.00;0.00;2
AB31;24980580;20230530;RX;26650.00;0.00;26650.00;0.00;0.00;0.00;0.00;2
AB31;24980581;20230530;RX;1200.00;1200.00;0.00;0.00;0.00;0.00;0.00;2
AB31;24980582;20230530;RX;18400.00;5016.00;13384.00;0.00;0.00;0.00;0.00;2
AB37;11451777;20230530;RX;18600.00;0.00;18600.00;0.00;0.00;0.00;0.00;2
AB31;24980585;20230530;RX;16150.00;0.00;16150.00;0.00;0.00;0.00;0.00;2
AB31;24980589;20230530;RX;7400.00;0.00;7400.00;0.00;0.00;0.00;0.00;2
AB31;24980592;20230530;RX;850.00;0.00;850.00;0.00;0.00;0.00;0.00;2
AB31;24980593;20230530;RX;13510.00;0.00;13510.00;0.00;0.00;0.00;0.00;2
AB31;24980594;20230530;RX;3038.00;0.00;3038.00;0.00;0.00;0.00;0.00;2
AB31;24980595;20230530;RX;8000.00;0.00;8000.00;0.00;0.00;0.00;0.00;2
AB31;11451779;20230530;RX;20000.00;0.00;20000.00;0.00;0.00;0.00;0.00;2
